frame,time_s,center_x,center_y,radius_px
100,1e-05,30.16153907775879,28.623077392578125,19.340343475341797
101,1.01e-05,30.4267520904541,28.611465454101562,20.940914154052734
102,1.02e-05,30.5,28.5,20.988191604614258
103,1.03e-05,30.85365867614746,28.792682647705078,18.522096633911133
104,1.04e-05,30.622806549072266,29.13157844543457,12.10425090789795
105,1.05e-05,30.5,29.5,12.980854988098145
106,1.06e-05,28.5,30.5,17.39262580871582
107,1.07e-05,28.584270477294922,30.79213523864746,20.162145614624023
108,1.08e-05,29.105262756347656,30.168420791625977,21.007051467895508
109,1.09e-05,29.031734466552734,30.44358253479004,20.466598510742188
110,1.1e-05,29.066265106201172,29.512048721313477,16.7707462310791
111,1.11e-05,28.5,30.5,11.068072319030762
112,1.12e-05,28.5,29.0,15.041708946228027
113,1.13e-05,29.42168617248535,28.710844039916992,18.66960906982422
114,1.14e-05,28.818328857421875,29.493568420410156,20.67877960205078
115,1.15e-05,29.369565963745117,29.369565963745117,20.903898239135742
116,1.16e-05,29.569766998291016,29.36046600341797,19.454010009765625
117,1.17e-05,30.02941131591797,28.464706420898438,14.05479621887207
118,1.18e-05,30.5,28.5,12.020915031433105
119,1.19e-05,30.394067764282227,29.898305892944336,16.418760299682617
120,1.2e-05,29.892492294311523,29.95392417907715,19.531293869018555
121,1.21e-05,30.225807189941406,30.247312545776367,20.895492553710938
122,1.22e-05,30.354839324951172,30.838708877563477,20.6263484954834
123,1.23e-05,29.518247604370117,30.124088287353516,18.218944549560547
124,1.24e-05,29.46666717529297,29.46666717529297,11.808382987976074
125,1.25e-05,29.0,29.5,13.756916999816895
126,1.26e-05,29.85714340209961,28.428571701049805,17.511028289794922
127,1.27e-05,30.286516189575195,28.893259048461914,19.917434692382812
128,1.28e-05,30.393442153930664,29.459016799926758,20.892993927001953
129,1.29e-05,29.5,29.5,20.11228370666504
130,1.3e-05,29.60344886779785,28.34482765197754,16.139585494995117
131,1.31e-05,30.0,28.5,11.280613899230957
132,1.32e-05,30.5,28.0,15.33796215057373
133,1.33e-05,29.417354583740234,29.557851791381836,18.757959365844727
134,1.34e-05,30.0,29.0,20.61562728881836
135,1.35e-05,29.901639938354492,29.62704849243164,20.87131690979004
136,1.36e-05,29.0,29.0,19.416587829589844
137,1.37e-05,28.5,29.821428298950195,14.257795333862305
138,1.38e-05,28.0,31.0,11.70479965209961
139,1.39e-05,29.375,29.1875,16.22664451599121
140,1.4e-05,30.15116310119629,28.575580596923828,19.30561637878418
141,1.41e-05,29.58108139038086,29.256755828857422,20.556503295898438
142,1.42e-05,30.016128540039062,29.338708877563477,20.56123161315918
143,1.43e-05,29.081151962280273,28.547121047973633,17.92379379272461
144,1.44e-05,29.52941131591797,28.52941131591797,12.06251049041748
145,1.45e-05,30.33108139038086,29.432432174682617,13.908074378967285
146,1.46e-05,29.253164291381836,30.126583099365234,17.747028350830078
147,1.47e-05,29.092592239379883,30.265432357788086,20.094446182250977
148,1.48e-05,29.274293899536133,30.16771125793457,20.569957733154297
149,1.49e-05,29.838708877563477,30.483871459960938,19.738767623901367
150,1.5e-05,29.160715103149414,29.23214340209961,15.790278434753418
151,1.51e-05,29.270334243774414,29.332536697387695,11.795076370239258
152,1.52e-05,29.05813980102539,29.034883499145508,14.932660102844238
153,1.53e-05,29.79384994506836,28.777904510498047,17.505340576171875
154,1.54e-05,29.61111068725586,29.05555534362793,18.322486877441406
155,1.55e-05,29.863636016845703,29.409090042114258,17.689451217651367
156,1.56e-05,29.428571701049805,29.285715103149414,15.914411544799805
157,1.57e-05,29.701030731201172,29.81443214416504,14.649618148803711
158,1.58e-05,29.83333396911621,29.5,15.240761756896973
159,1.59e-05,29.898305892944336,29.75423812866211,16.335655212402344
160,1.6e-05,30.0,29.70833396911621,16.67848014831543
161,1.61e-05,29.923076629638672,29.30769157409668,16.49557113647461
162,1.62e-05,29.832551956176758,29.42271614074707,15.843174934387207
163,1.63e-05,29.895160675048828,29.330644607543945,15.810193061828613
164,1.64e-05,29.714853286743164,29.550397872924805,16.111026763916016
165,1.65e-05,29.84300422668457,29.511945724487305,16.227684020996094
166,1.66e-05,29.921052932739258,29.5657901763916,16.12657356262207
167,1.67e-05,29.829267501831055,29.365854263305664,16.18326187133789
168,1.68e-05,29.677419662475586,29.645160675048828,16.09571075439453
169,1.69e-05,29.803951263427734,29.591184616088867,16.206933975219727
170,1.7e-05,29.803951263427734,29.591184616088867,16.206933975219727
171,1.71e-05,29.85714340209961,29.285715103149414,16.194076538085938
172,1.72e-05,29.827869415283203,29.3360652923584,16.175722122192383
173,1.73e-05,29.662790298461914,29.662790298461914,16.105695724487305
174,1.74e-05,29.662790298461914,29.662790298461914,16.105695724487305
175,1.75e-05,29.679487228393555,29.646852493286133,16.098108291625977
176,1.76e-05,29.569766998291016,29.569766998291016,16.226634979248047
177,1.77e-05,29.76744270324707,29.4069766998291,16.131425857543945
178,1.78e-05,29.8121395111084,29.424856185913086,16.178892135620117
179,1.79e-05,29.741378784179688,29.258621215820312,15.97840404510498
180,1.8e-05,29.650375366210938,29.417293548583984,16.01921844482422
181,1.81e-05,29.673913955688477,29.326086044311523,16.02303123474121
182,1.82e-05,29.861345291137695,29.331932067871094,16.084278106689453
183,1.83e-05,29.75806427001953,29.0,16.04119110107422
184,1.84e-05,29.69780158996582,29.233516693115234,16.0274715423584
185,1.85e-05,29.88068199157715,28.909090042114258,16.145030975341797
186,1.86e-05,29.88596534729004,28.716373443603516,16.11663055419922
187,1.87e-05,29.604408264160156,29.140371322631836,16.144454956054688
188,1.88e-05,29.69780158996582,29.233516693115234,16.0274715423584
189,1.89e-05,29.673913955688477,29.326086044311523,16.02303123474121
190,1.9e-05,29.781795501708984,29.367830276489258,16.13724136352539
191,1.91e-05,29.766111373901367,29.410602569580078,16.13089370727539
192,1.92e-05,29.7929630279541,29.459083557128906,16.185144424438477
193,1.93e-05,29.673913955688477,29.326086044311523,16.02303123474121
194,1.94e-05,29.935897827148438,29.33037567138672,16.105485916137695
195,1.95e-05,29.95121955871582,29.121952056884766,16.1561279296875
196,1.96e-05,29.662790298461914,29.662790298461914,16.105695724487305
197,1.97e-05,29.776596069335938,29.673486709594727,16.001615524291992
198,1.98e-05,29.61842155456543,29.723684310913086,16.090660095214844
199,1.99e-05,29.84357452392578,29.502792358398438,16.22626495361328
200,2e-05,29.61602210998535,29.759668350219727,16.103553771972656
201,2.01e-05,29.806011199951172,29.64207649230957,15.999473571777344
202,2.02e-05,29.601390838623047,29.859840393066406,16.071870803833008
203,2.03e-05,29.785715103149414,29.5,16.107202529907227
204,2.04e-05,29.86440658569336,29.440677642822266,16.199880599975586
205,2.05e-05,29.935644149780273,29.559406280517578,16.139965057373047
206,2.06e-05,29.72627830505371,29.459854125976562,16.346538543701172
207,2.07e-05,29.933168411254883,29.787128448486328,16.086200714111328
208,2.08e-05,29.85365867614746,29.560976028442383,16.093408584594727
209,2.09e-05,29.77345085144043,29.84499168395996,16.085987091064453
210,2.1e-05,29.637466430664062,29.761455535888672,16.08359718322754
211,2.11e-05,29.86912727355957,29.526845932006836,16.069141387939453
212,2.12e-05,29.929752349853516,29.438016891479492,16.134557723999023
213,2.13e-05,29.80769157409668,29.434066772460938,16.17989730834961
214,2.14e-05,29.850994110107422,29.51324462890625,16.04909896850586
215,2.15e-05,29.784000396728516,29.79400062561035,16.10640525817871
216,2.16e-05,29.932836532592773,29.53731346130371,16.133703231811523
217,2.17e-05,29.85714340209961,29.285715103149414,16.194076538085938
218,2.18e-05,29.528247833251953,29.912429809570312,16.28685760498047
219,2.19e-05,29.932525634765625,29.37543296813965,16.147350311279297
220,2.2e-05,29.975177764892578,29.209218978881836,16.294435501098633
221,2.21e-05,29.927492141723633,29.586103439331055,16.109474182128906
222,2.22e-05,29.76541519165039,29.585790634155273,16.168161392211914
223,2.23e-05,29.943037033081055,29.322784423828125,16.1114559173584
224,2.24e-05,29.860721588134766,29.602205276489258,16.0728702545166
225,2.25e-05,29.919355392456055,29.24193572998047,16.17656135559082
226,2.26e-05,29.7043399810791,29.53616714477539,16.14553451538086
227,2.27e-05,29.621952056884766,29.621952056884766,16.291439056396484
228,2.28e-05,29.57382583618164,29.714765548706055,16.130687713623047
229,2.29e-05,29.663742065429688,29.365497589111328,16.021316528320312
230,2.3e-05,29.76541519165039,29.585790634155273,16.168161392211914
231,2.31e-05,30.211111068725586,29.211111068725586,16.105316162109375
232,2.32e-05,30.0,29.22222137451172,16.23943519592285
233,2.33e-05,29.81818199157715,28.909090042114258,16.29414176940918
234,2.34e-05,29.841012954711914,29.154376983642578,16.181198120117188
235,2.35e-05,30.0,29.5,16.37843894958496
236,2.36e-05,29.825183868408203,28.97677230834961,15.984713554382324
237,2.37e-05,30.096899032592773,29.817829132080078,16.54355812072754
238,2.38e-05,29.937219619750977,28.98206329345703,16.22054672241211
239,2.39e-05,29.984848022460938,29.121212005615234,16.125078201293945
240,2.4e-05,29.921875,28.6953125,16.345172882080078
241,2.41e-05,29.731706619262695,29.170732498168945,16.512582778930664
242,2.42e-05,30.014286041259766,29.299999237060547,16.06706428527832
243,2.43e-05,29.910852432250977,29.352712631225586,16.26035499572754
244,2.44e-05,29.702226638793945,29.2569580078125,16.01628875732422
245,2.45e-05,29.64049530029297,29.113224029541016,16.1883487701416
246,2.46e-05,29.781795501708984,29.367830276489258,16.13724136352539
247,2.47e-05,30.12162208557129,29.067567825317383,16.263734817504883
248,2.48e-05,29.81304359436035,29.282608032226562,16.150264739990234
249,2.49e-05,30.0,29.0,16.278919219970703
250,2.5e-05,30.07203483581543,29.226694107055664,16.39283561706543
251,2.51e-05,29.978260040283203,28.717391967773438,16.073097229003906
252,2.52e-05,30.076923370361328,28.923076629638672,16.387603759765625
253,2.53e-05,29.850000381469727,29.08333396911621,16.33399200439453
254,2.54e-05,29.66666603088379,28.83333396911621,16.180505752563477
255,2.55e-05,29.75390625,29.212890625,16.30758285522461
